id,pricing_category
T0005777200,2.0
T0005892111,2.0
T0005904373,2.0
T0005776866,2.0
T0005745223,2.0
T0005728787,3.0
T0005821304,3.0
T0005692268,3.0
T0005851731,1.0
T0005721432,3.0
T0005867904,2.0
T0005895421,2.0
T0005797259,3.0
T0005809451,1.0
T0005834645,3.0
T0005719313,3.0
T0005739921,2.0
T0005869694,2.0
T0005805158,3.0
T0005849578,2.0
T0005801465,2.0
T0005727746,2.0
T0005707911,2.0
T0005766369,1.0
T0005840674,2.0
T0005840658,2.0
T0005849042,1.0
T0005829248,3.0
T0005867143,1.0
T0005721675,3.0
T0005904613,3.0
T0005828745,3.0
T0005806419,3.0
T0005852847,3.0
T0005886306,2.0
T0005773877,3.0
T0005741539,2.0
T0005731937,1.0
T0005850113,3.0
T0005710186,2.0
T0005798677,2.0
T0005741026,2.0
T0005730380,2.0
T0005771444,3.0
T0005858852,2.0
T0005796499,2.0
T0005803192,3.0
T0005702189,2.0
T0005825617,3.0
T0005821498,2.0
T0005808011,2.0
T0005847239,3.0
T0005890201,1.0
T0005741559,1.0
T0005840090,3.0
T0005710929,2.0
T0005899124,2.0
T0005702253,1.0
T0005726032,2.0
T0005778574,3.0
T0005833873,3.0
T0005905683,2.0
T0005695933,2.0
T0005819699,2.0
T0005843864,3.0
T0005862546,3.0
T0005810820,2.0
T0005851277,2.0
T0005856518,3.0
T0005847372,3.0
T0005887404,1.0
T0005785192,2.0
T0005884698,3.0
T0005906329,3.0
T0005842652,3.0
T0005841990,3.0
T0005761602,2.0
T0005854861,3.0
T0005814556,1.0
T0005799470,3.0
T0005896346,2.0
T0005886138,3.0
T0005869853,3.0
T0005811786,3.0
T0005844091,2.0
T0005890909,3.0
T0005742313,2.0
T0005906262,2.0
T0005860678,2.0
T0005722777,1.0
T0005872849,3.0
T0005787827,2.0
T0005786659,2.0
T0005722006,2.0
T0005734206,1.0
T0005843586,2.0
T0005723416,2.0
T0005896476,3.0
T0005714053,3.0
T0005840031,3.0
T0005907913,2.0
T0005699545,2.0
T0005858881,2.0
T0005842323,3.0
T0005795003,3.0
T0005817664,1.0
T0005908340,2.0
T0005887940,3.0
T0005690956,3.0
T0005810889,2.0
T0005889987,3.0
T0005882264,3.0
T0005895379,2.0
T0005860233,2.0
T0005771805,3.0
T0005765670,3.0
T0005782861,2.0
T0005783812,3.0
T0005716308,2.0
T0005869086,2.0
T0005769519,1.0
T0005762935,1.0
T0005854057,2.0
T0005734683,3.0
T0005693445,2.0
T0005806569,1.0
T0005709385,2.0
T0005751979,3.0
T0005858016,3.0
T0005853996,3.0
T0005812822,3.0
T0005781140,3.0
T0005886647,1.0
T0005789265,2.0
T0005748143,2.0
T0005785528,2.0
T0005865122,2.0
T0005753462,2.0
T0005843773,2.0
T0005886182,3.0
T0005804759,2.0
T0005853338,3.0
T0005762647,3.0
T0005801967,2.0
T0005739269,3.0
T0005836816,2.0
T0005786370,1.0
T0005705552,1.0
T0005877506,2.0
T0005734916,3.0
T0005842212,2.0
T0005853732,2.0
T0005851890,2.0
T0005851844,3.0
T0005872429,2.0
T0005850414,3.0
T0005803300,3.0
T0005717577,3.0
T0005852004,2.0
T0005852352,2.0
T0005808279,2.0
T0005769997,3.0
T0005831009,3.0
T0005749623,3.0
T0005706866,2.0
T0005758706,2.0
T0005905711,2.0
T0005695694,1.0
T0005845774,2.0
T0005764092,3.0
T0005764113,1.0
T0005714612,3.0
T0005764748,3.0
T0005886659,3.0
T0005883941,3.0
T0005787998,2.0
T0005850375,2.0
T0005692765,2.0
T0005886067,1.0
T0005797841,2.0
T0005788225,3.0
T0005868735,3.0
T0005718654,3.0
T0005870903,3.0
T0005891816,2.0
T0005728748,3.0
T0005867594,3.0
T0005777595,3.0
T0005873016,2.0
T0005710180,3.0
T0005867518,2.0
T0005802200,3.0
T0005812257,1.0
T0005709130,3.0
T0005864045,2.0
T0005848077,2.0
T0005825171,3.0
T0005776474,3.0
T0005695213,3.0
T0005781097,2.0
T0005808492,2.0
T0005838630,2.0
T0005792114,2.0
T0005816928,2.0
T0005869111,1.0
T0005702998,3.0
T0005794736,1.0
T0005778050,1.0
T0005883077,2.0
T0005711027,3.0
T0005905369,2.0
T0005853160,3.0
T0005698095,1.0
T0005793176,3.0
T0005738300,3.0
T0005753768,1.0
T0005863626,3.0
T0005894091,2.0
T0005752829,3.0
T0005757271,2.0
T0005867201,2.0
T0005836617,3.0
T0005849362,2.0
T0005696049,3.0
T0005721296,2.0
T0005694398,2.0
T0005832299,2.0
T0005749220,3.0
T0005908145,1.0
T0005701709,2.0
T0005713786,1.0
T0005864652,2.0
T0005877953,3.0
T0005746551,2.0
T0005804541,2.0
T0005814663,2.0
T0005729476,3.0
T0005863032,2.0
T0005771959,3.0
T0005898671,2.0
T0005880090,3.0
T0005788034,2.0
T0005848019,3.0
T0005763048,1.0
T0005730910,1.0
T0005844880,3.0
T0005695144,2.0
T0005902960,2.0
T0005850444,2.0
T0005693027,2.0
T0005803970,2.0
T0005767722,3.0
T0005814024,3.0
T0005907639,2.0
T0005863602,3.0
T0005736801,1.0
T0005903666,2.0
T0005887423,2.0
T0005772673,1.0
T0005729659,2.0
T0005717012,1.0
T0005719150,3.0
T0005832718,3.0
T0005877998,2.0
T0005863857,2.0
T0005725400,3.0
T0005858722,2.0
T0005835198,3.0
T0005780347,1.0
T0005795912,3.0
T0005716500,3.0
T0005694597,2.0
T0005778263,2.0
T0005902138,3.0
T0005865809,2.0
T0005742860,2.0
T0005885206,2.0
T0005748201,2.0
T0005879173,2.0
T0005876553,1.0
T0005774255,3.0
T0005874551,3.0
T0005803285,2.0
T0005778661,3.0
T0005824991,3.0
T0005755631,3.0
T0005695836,3.0
T0005710735,1.0
T0005817770,2.0
T0005705806,2.0
T0005835015,2.0
T0005713608,3.0
T0005772746,2.0
T0005895868,3.0
T0005810622,2.0
T0005766867,2.0
T0005867016,2.0
T0005766739,2.0
T0005799501,1.0
T0005876701,2.0
T0005734964,3.0
T0005859969,3.0
T0005771158,2.0
T0005899212,2.0
T0005712301,1.0
T0005805615,3.0
T0005792492,2.0
T0005834191,2.0
T0005744631,2.0
T0005701837,1.0
T0005803604,2.0
T0005839160,3.0
T0005827951,2.0
T0005870392,2.0
T0005812059,2.0
T0005822890,2.0
T0005702823,2.0
T0005849288,2.0
T0005726606,2.0
T0005892633,2.0
T0005763862,3.0
T0005796495,1.0
T0005778524,2.0
T0005796506,2.0
T0005834652,2.0
T0005743548,2.0
T0005711416,2.0
T0005852258,2.0
T0005763713,2.0
T0005866124,2.0
T0005854581,1.0
T0005718414,2.0
T0005738747,2.0
T0005725133,2.0
T0005860647,3.0
T0005706868,2.0
T0005874155,2.0
T0005827916,2.0
T0005861554,1.0
T0005896888,2.0
T0005907576,1.0
T0005869018,2.0
T0005739855,3.0
T0005777267,2.0
T0005879171,1.0
T0005737605,2.0
T0005690878,1.0
T0005858108,2.0
T0005722901,3.0
T0005731316,2.0
T0005736899,2.0
T0005855630,2.0
T0005817987,3.0
T0005751007,3.0
T0005779553,2.0
T0005784541,3.0
T0005886818,2.0
T0005883518,1.0
T0005863513,3.0
T0005714428,3.0
T0005902130,2.0
T0005689734,1.0
T0005758963,2.0
T0005722902,1.0
T0005845377,2.0
T0005696794,2.0
T0005882055,2.0
T0005842750,2.0
T0005759927,2.0
T0005782897,1.0
T0005786038,3.0
T0005773553,1.0
T0005792860,2.0
T0005907459,3.0
T0005689981,2.0
T0005826131,3.0
T0005755909,2.0
T0005861300,3.0
T0005725885,3.0
T0005773336,2.0
T0005807064,2.0
T0005768875,2.0
T0005798479,2.0
T0005860293,2.0
T0005863984,2.0
T0005798171,3.0
T0005788387,3.0
T0005756401,2.0
T0005872738,2.0
T0005710660,3.0
T0005826668,2.0
T0005796838,2.0
T0005762673,3.0
T0005824134,2.0
T0005737004,2.0
T0005874771,3.0
T0005851768,1.0
T0005719277,3.0
T0005770628,3.0
T0005757115,3.0
T0005800624,2.0
T0005902871,1.0
T0005726411,2.0
T0005881917,1.0
T0005772009,2.0
T0005719065,1.0
T0005781427,2.0
T0005772455,1.0
T0005890106,1.0
T0005860447,2.0
T0005821415,3.0
T0005832479,2.0
T0005905775,2.0
T0005804072,1.0
T0005774131,2.0
T0005814339,3.0
T0005839057,1.0
T0005697485,2.0
T0005706535,3.0
T0005854844,3.0
T0005691494,2.0
T0005814106,2.0
T0005858676,2.0
T0005836295,3.0
T0005878131,2.0
T0005895179,3.0
T0005782073,3.0
T0005880815,3.0
T0005787774,1.0
T0005897281,3.0
T0005842700,3.0
T0005772157,2.0
T0005782107,2.0
T0005749504,1.0
T0005695685,2.0
T0005780543,3.0
T0005878243,3.0
T0005871513,3.0
T0005900667,1.0
T0005845434,3.0
T0005790951,2.0
T0005829500,3.0
T0005700420,3.0
T0005873117,2.0
T0005739410,3.0
T0005837501,2.0
T0005882730,1.0
T0005796951,3.0
T0005809220,2.0
T0005760803,3.0
T0005807172,1.0
T0005784494,3.0
T0005813486,1.0
T0005847745,3.0
T0005861906,3.0
T0005854852,2.0
T0005894472,3.0
T0005896184,2.0
T0005902203,2.0
T0005742855,3.0
T0005826754,2.0
T0005823061,3.0
T0005827177,2.0
T0005886153,1.0
T0005752884,2.0
T0005870061,1.0
T0005719347,2.0
T0005706481,2.0
T0005723992,1.0
T0005871963,3.0
T0005802434,2.0
T0005776534,1.0
T0005749602,2.0
T0005860992,2.0
T0005844653,3.0
T0005723076,3.0
T0005764593,3.0
T0005790962,2.0
T0005753502,1.0
T0005770971,2.0
T0005847956,2.0
T0005776216,3.0
T0005767972,2.0
T0005885307,2.0
T0005756978,2.0
T0005818002,2.0
T0005894580,2.0
T0005691753,3.0
T0005748370,2.0
T0005725884,2.0
T0005885870,2.0
T0005831939,1.0
T0005883919,3.0
T0005814351,2.0
T0005904972,1.0
T0005905569,2.0
T0005734970,2.0
T0005738008,1.0
T0005852281,2.0
T0005893863,3.0
T0005744559,2.0
T0005690063,1.0
T0005693107,3.0
T0005694825,2.0
T0005805625,3.0
T0005903953,2.0
T0005829467,2.0
T0005749773,1.0
T0005808730,3.0
T0005790998,2.0
T0005693823,3.0
T0005900699,2.0
T0005695642,3.0
T0005763128,1.0
T0005802582,3.0
T0005859126,3.0
T0005714515,1.0
T0005746189,2.0
T0005873431,3.0
T0005886352,2.0
T0005853880,1.0
T0005833237,2.0
T0005885012,2.0
T0005842448,2.0
T0005775929,2.0
T0005788201,2.0
T0005751624,3.0
T0005714626,2.0
T0005693271,1.0
T0005724786,3.0
T0005787139,3.0
T0005803306,1.0
T0005716319,2.0
T0005763846,2.0
T0005723690,3.0
T0005783140,3.0
T0005725673,3.0
T0005877592,2.0
T0005785073,2.0
T0005704732,1.0
T0005806791,3.0
T0005710177,3.0
T0005829097,2.0
T0005860376,3.0
T0005709388,3.0
T0005756093,2.0
T0005901869,2.0
T0005856137,2.0
T0005900733,3.0
T0005892631,2.0
T0005744496,1.0
T0005848447,2.0
T0005716026,2.0
T0005825712,2.0
T0005741447,2.0
T0005724325,1.0
T0005794808,3.0
T0005889125,1.0
T0005854326,3.0
T0005885627,2.0
T0005770218,2.0
T0005843135,3.0
T0005735550,2.0
T0005745877,3.0
T0005807399,3.0
T0005698794,2.0
T0005716307,3.0
T0005837464,2.0
T0005754095,3.0
T0005796017,2.0
T0005756689,2.0
T0005755234,2.0
T0005899506,1.0
T0005715376,3.0
T0005733193,3.0
T0005829087,2.0
T0005771477,3.0
T0005864318,2.0
T0005879132,3.0
T0005712249,1.0
T0005824106,3.0
T0005780381,2.0
T0005744746,2.0
T0005792442,2.0
T0005766976,2.0
T0005741991,2.0
T0005693435,2.0
T0005729545,1.0
T0005747576,1.0
T0005876550,2.0
T0005887898,2.0
T0005721278,2.0
T0005886382,3.0
T0005821483,2.0
T0005696724,3.0
T0005712191,3.0
T0005833772,1.0
T0005870624,2.0
T0005841134,1.0
T0005720988,2.0
T0005884661,2.0
T0005813376,2.0
T0005760986,1.0
T0005746475,2.0
T0005838280,3.0
T0005744055,2.0
T0005885615,2.0
T0005766599,1.0
T0005694351,2.0
T0005797651,3.0
T0005762348,2.0
T0005733494,3.0
T0005737173,3.0
T0005695786,2.0
T0005749531,1.0
T0005857231,3.0
T0005756343,3.0
T0005695795,2.0
T0005866409,2.0
T0005868451,3.0
T0005861201,2.0
T0005833428,2.0
T0005784409,2.0
T0005809885,1.0
T0005856257,2.0
T0005730448,1.0
T0005899053,3.0
T0005710213,2.0
T0005878437,2.0
T0005738872,3.0
T0005706223,2.0
T0005708731,3.0
T0005690305,3.0
T0005724768,2.0
T0005837948,2.0
T0005880248,2.0
T0005741673,1.0
T0005708216,2.0
T0005896354,1.0
T0005781182,3.0
T0005866424,2.0
T0005757239,3.0
T0005828145,3.0
T0005907877,2.0
T0005700799,2.0
T0005725091,1.0
T0005853297,2.0
T0005728817,2.0
T0005862516,3.0
T0005716052,3.0
T0005881547,2.0
T0005825079,2.0
T0005780113,2.0
T0005801602,2.0
T0005713749,3.0
T0005885741,2.0
T0005759431,1.0
T0005802116,2.0
T0005855361,1.0
T0005746959,1.0
T0005811017,1.0
T0005856552,2.0
T0005692527,3.0
T0005861412,3.0
T0005717063,2.0
T0005875467,1.0
T0005828354,1.0
T0005863986,2.0
T0005787614,3.0
T0005759235,3.0
T0005874358,1.0
T0005818674,2.0
T0005743307,2.0
T0005874266,1.0
T0005735672,3.0
T0005866876,2.0
T0005737940,2.0
T0005720786,2.0
T0005897067,3.0
T0005788217,2.0
T0005753983,2.0
T0005852151,2.0
T0005877284,3.0
T0005847337,2.0
T0005807512,3.0
T0005799107,3.0
T0005741680,3.0
T0005764898,2.0
T0005903130,3.0
T0005786204,3.0
T0005803246,1.0
T0005843683,3.0
T0005790589,3.0
T0005868784,2.0
T0005793379,1.0
T0005871960,3.0
T0005781740,3.0
T0005832509,2.0
T0005901973,3.0
T0005818918,2.0
T0005867943,1.0
T0005784451,2.0
T0005780139,3.0
T0005882406,2.0
T0005691336,2.0
T0005773265,3.0
T0005704505,2.0
T0005714035,2.0
T0005801990,3.0
T0005708281,1.0
T0005872903,2.0
T0005829592,3.0
T0005801107,2.0
T0005874065,1.0
T0005833782,3.0
T0005839774,3.0
T0005901099,2.0
T0005753564,2.0
T0005753767,2.0
T0005853516,1.0
T0005800780,3.0
T0005697474,2.0
T0005760243,3.0
T0005835621,2.0
T0005756920,2.0
T0005839920,2.0
T0005790066,1.0
T0005718999,1.0
T0005699836,3.0
T0005855233,3.0
T0005808589,1.0
T0005869580,1.0
T0005762260,2.0
T0005847190,3.0
T0005847719,2.0
T0005859807,2.0
T0005693034,2.0
T0005868873,2.0
T0005825070,1.0
T0005886415,3.0
T0005772669,1.0
T0005881237,3.0
T0005813636,2.0
T0005797179,2.0
T0005833725,2.0
T0005724561,3.0
T0005786277,2.0
T0005762085,3.0
T0005880869,3.0
T0005691591,2.0
T0005781714,2.0
T0005843698,3.0
T0005823609,2.0
T0005786191,3.0
T0005887591,3.0
T0005720105,2.0
T0005761473,2.0
T0005854292,3.0
T0005904122,1.0
T0005801626,1.0
T0005907938,2.0
T0005769069,2.0
T0005849095,2.0
T0005762624,1.0
T0005845661,3.0
T0005762195,2.0
T0005855282,3.0
T0005858459,2.0
T0005828346,3.0
T0005801893,3.0
T0005848989,2.0
T0005770020,3.0
T0005811418,2.0
T0005802801,2.0
T0005750249,2.0
T0005849796,1.0
T0005742838,2.0
T0005834439,3.0
T0005827341,1.0
T0005824419,2.0
T0005721311,3.0
T0005714031,2.0
T0005711600,2.0
T0005819235,2.0
T0005861341,2.0
T0005847473,2.0
T0005759218,1.0
T0005907426,1.0
T0005748708,2.0
T0005760614,2.0
T0005767060,1.0
T0005808883,1.0
T0005737493,2.0
T0005903076,3.0
T0005720904,3.0
T0005897796,2.0
T0005827529,1.0
T0005882770,3.0
T0005811088,3.0
T0005822712,2.0
T0005812681,1.0
T0005871933,2.0
T0005790280,1.0
T0005800830,3.0
T0005691241,2.0
T0005872729,2.0
T0005756263,2.0
T0005765424,2.0
T0005769327,3.0
T0005784769,2.0
T0005813411,3.0
T0005722560,3.0
T0005804145,1.0
T0005692658,2.0
T0005748035,2.0
T0005826070,3.0
T0005901833,2.0
T0005800991,2.0
T0005738825,2.0
T0005748889,3.0
T0005714386,2.0
T0005846149,3.0
T0005795314,2.0
T0005769618,2.0
T0005777757,3.0
T0005775419,2.0
T0005749911,1.0
T0005733272,3.0
T0005803934,1.0
T0005870426,3.0
T0005880256,3.0
T0005695722,2.0
T0005739788,2.0
T0005723596,2.0
T0005790300,3.0
T0005805693,3.0
T0005841631,2.0
T0005871166,2.0
T0005699356,2.0
T0005803426,2.0
T0005751493,3.0
T0005739452,3.0
T0005756070,2.0
T0005712218,2.0
T0005721519,2.0
T0005691701,3.0
T0005704010,2.0
T0005736013,3.0
T0005791629,3.0
T0005829714,2.0
T0005890665,2.0
T0005698719,3.0
T0005762769,3.0
T0005887534,2.0
T0005722480,3.0
T0005893406,1.0
T0005843521,2.0
T0005703922,2.0
T0005712985,1.0
T0005767149,1.0
T0005797248,2.0
T0005863396,2.0
T0005801622,1.0
T0005749971,2.0
T0005855278,2.0
T0005874483,2.0
T0005881506,1.0
T0005791950,2.0
T0005854356,2.0
T0005790761,3.0
T0005693874,2.0
T0005793200,3.0
T0005795125,2.0
T0005744709,2.0
T0005786994,3.0
T0005903579,2.0
T0005735261,2.0
T0005735545,3.0
T0005857991,3.0
T0005868824,2.0
T0005811546,3.0
T0005784569,3.0
T0005713454,2.0
T0005890121,2.0
T0005745274,1.0
T0005764374,1.0
T0005793023,3.0
T0005795285,1.0
T0005755974,3.0
T0005885431,2.0
T0005789376,2.0
T0005743502,2.0
T0005871964,2.0
T0005753084,2.0
T0005803048,2.0
T0005888904,2.0
T0005892201,2.0
T0005846697,1.0
T0005907179,2.0
T0005893661,2.0
T0005749888,1.0
T0005791692,3.0
T0005812637,2.0
T0005788611,2.0
T0005845770,3.0
T0005907724,1.0
T0005788134,2.0
T0005896894,3.0
T0005842872,3.0
T0005737652,2.0
T0005821020,3.0
T0005752239,2.0
T0005750146,2.0
T0005889143,1.0
T0005693378,2.0
T0005708646,2.0
T0005822207,3.0
T0005830917,2.0
T0005889973,2.0
T0005793665,1.0
T0005722043,3.0
T0005842984,3.0
T0005766329,3.0
T0005753045,1.0
T0005729698,3.0
T0005729990,3.0
T0005758024,2.0
T0005897983,1.0
T0005693506,2.0
T0005822564,2.0
T0005838132,2.0
T0005818376,2.0
T0005854718,3.0
T0005732535,2.0
T0005741308,2.0
T0005901003,3.0
T0005859527,1.0
T0005718294,2.0
T0005887416,1.0
T0005703319,2.0
T0005761163,2.0
T0005744369,3.0
T0005730622,2.0
T0005778016,2.0
T0005797458,1.0
T0005832654,3.0
T0005893159,3.0
T0005695966,3.0
T0005898122,1.0
T0005777060,1.0
T0005748659,3.0
T0005805997,2.0
T0005845341,2.0
T0005798962,1.0
T0005849120,1.0
T0005794110,2.0
T0005774325,2.0
T0005711355,2.0
T0005719587,3.0
T0005837051,1.0
T0005752289,2.0
T0005862091,3.0
T0005876546,1.0
T0005781011,2.0
T0005855550,2.0
T0005746300,2.0
T0005720110,1.0
T0005904488,2.0
T0005872207,2.0
T0005763165,2.0
T0005736546,2.0
T0005808923,1.0
T0005846813,2.0
T0005694626,1.0
T0005802884,2.0
T0005725147,3.0
T0005731554,3.0
T0005713420,1.0
T0005853279,2.0
T0005867517,3.0
T0005852720,3.0
T0005824276,2.0
T0005716048,2.0
T0005891153,2.0
T0005883523,2.0
T0005861553,2.0
T0005823396,3.0
T0005892133,3.0
T0005690093,1.0
T0005837314,2.0
T0005754877,1.0
T0005823379,2.0
T0005816757,1.0
T0005896829,1.0
T0005858189,3.0
T0005806024,2.0
T0005756607,1.0
T0005786506,2.0
T0005898897,2.0
T0005812733,3.0
T0005883159,3.0
T0005755189,1.0
T0005791862,2.0
T0005746855,2.0
T0005704529,3.0
T0005774963,1.0
T0005893516,3.0
T0005833603,3.0
T0005760990,3.0
T0005734432,3.0
T0005693958,1.0
T0005872782,3.0
T0005859922,2.0
T0005892739,3.0
T0005849168,2.0
T0005747193,2.0
T0005855672,3.0
T0005886538,3.0
T0005775386,2.0
T0005809798,2.0
T0005698261,3.0
T0005703212,1.0
T0005725108,2.0
T0005728469,1.0
T0005857678,2.0
T0005880214,2.0
T0005769919,3.0
T0005833939,2.0
T0005843375,2.0
T0005759012,2.0
T0005720756,3.0
T0005758690,3.0
T0005801676,2.0
T0005887044,1.0
T0005857100,2.0
T0005820245,3.0
T0005699085,3.0
T0005842579,2.0
T0005813762,2.0
T0005835333,1.0
T0005779831,3.0
T0005830768,1.0
T0005833770,1.0
T0005860823,1.0
T0005763735,2.0
T0005756585,1.0
T0005840000,1.0
T0005695421,1.0
T0005798143,1.0
T0005816365,2.0
T0005827146,2.0
T0005793881,3.0
T0005783698,3.0
T0005873730,2.0
T0005812854,1.0
T0005710029,2.0
T0005780723,2.0
T0005776033,2.0
T0005701756,2.0
T0005800445,2.0
T0005715551,2.0
T0005704062,1.0
T0005815126,3.0
T0005748553,2.0
T0005717282,2.0
T0005719536,2.0
T0005858756,1.0
T0005689544,3.0
T0005719699,2.0
T0005872870,1.0
T0005736942,2.0
T0005765680,1.0
T0005796066,1.0
T0005703677,3.0
T0005827998,3.0
T0005740959,1.0
T0005754204,2.0
T0005830011,3.0
T0005862527,2.0
T0005836922,2.0
T0005794768,2.0
T0005748810,2.0
T0005869416,2.0
T0005702918,3.0
T0005880795,2.0
T0005866074,2.0
T0005801886,3.0
T0005902850,2.0
T0005759707,1.0
T0005837078,3.0
T0005907402,2.0
T0005857534,2.0
T0005768319,1.0
T0005844335,3.0
T0005822446,3.0
T0005838729,2.0
T0005696452,2.0
T0005877933,2.0
T0005886988,2.0
T0005860650,3.0
T0005891733,3.0
T0005791725,2.0
T0005765686,2.0
T0005898917,3.0
T0005779839,3.0
T0005895270,2.0
T0005704077,2.0
T0005822803,3.0
T0005753789,3.0
T0005720494,2.0
T0005824071,3.0
T0005730793,3.0
T0005827972,1.0
T0005894418,2.0
T0005866038,2.0
T0005705429,3.0
T0005797863,1.0
T0005886384,2.0
T0005843530,2.0
T0005697917,3.0
T0005894725,3.0
T0005891121,1.0
T0005865411,3.0
T0005832947,3.0
T0005885404,2.0
T0005746485,1.0
T0005900211,3.0
T0005736511,2.0
T0005806795,2.0
T0005858380,2.0
T0005697991,3.0
T0005749879,2.0
T0005774795,2.0
T0005798176,2.0
T0005690748,2.0
T0005755337,2.0
T0005756996,2.0
T0005768710,2.0
T0005853480,2.0
T0005738847,2.0
T0005885155,2.0
T0005889740,2.0
T0005808031,2.0
T0005749252,1.0
T0005860599,3.0
T0005787537,3.0
T0005785437,3.0
T0005902222,2.0
T0005748798,2.0
T0005717040,3.0
T0005842195,3.0
T0005713007,2.0
T0005811283,1.0
T0005831403,2.0
T0005813831,2.0
T0005778772,3.0
T0005877384,2.0
T0005722763,2.0
T0005887032,2.0
T0005736034,2.0
T0005905527,2.0
T0005758020,1.0
T0005776291,3.0
T0005847782,1.0
T0005803061,3.0
T0005729832,2.0
T0005848885,2.0
T0005750784,1.0
T0005875621,2.0
T0005738404,1.0
T0005726234,3.0
T0005768451,3.0
T0005805131,2.0
T0005899753,2.0
T0005873353,1.0
T0005846441,2.0
T0005790369,3.0
T0005857477,2.0
T0005834064,1.0
T0005717166,1.0
T0005791531,1.0
T0005837761,2.0
T0005689792,3.0
T0005698633,3.0
T0005794452,2.0
T0005713187,2.0
T0005758609,2.0
T0005788313,2.0
T0005880105,2.0
T0005791460,2.0
T0005872842,2.0
T0005740568,3.0
T0005847957,3.0
T0005729951,3.0
T0005791954,3.0
T0005739376,1.0
T0005816710,1.0
T0005889801,2.0
T0005781425,3.0
T0005804764,3.0
T0005732563,3.0
T0005873352,2.0
T0005692785,1.0
T0005895009,2.0
T0005849195,2.0
T0005893451,3.0
T0005695585,3.0
T0005836517,3.0
T0005810907,3.0
T0005832314,3.0
T0005797985,2.0
T0005825562,2.0
T0005742328,2.0
T0005758578,2.0
T0005767934,1.0
T0005761280,2.0
T0005806370,2.0
T0005785946,3.0
T0005777663,1.0
T0005835878,3.0
T0005876907,1.0
T0005756738,2.0
T0005893052,1.0
T0005847327,3.0
T0005833991,3.0
T0005867786,3.0
T0005894593,3.0
T0005854474,2.0
T0005825663,2.0
T0005897768,2.0
T0005887221,2.0
T0005757105,2.0
T0005841584,3.0
T0005801386,1.0
T0005698894,2.0
T0005903226,2.0
T0005738069,2.0
T0005896905,3.0
T0005832989,2.0
T0005837175,2.0
T0005827781,2.0
T0005767037,2.0
T0005825016,3.0
T0005815743,3.0
T0005826881,1.0
T0005876035,1.0
T0005861841,2.0
T0005804329,1.0
T0005833129,2.0
T0005777085,2.0
T0005905782,3.0
T0005763194,2.0
T0005831467,1.0
T0005799174,3.0
T0005778588,3.0
T0005828548,2.0
T0005747840,2.0
T0005821171,3.0
T0005697758,1.0
T0005729144,2.0
T0005891231,2.0
T0005796578,1.0
T0005844946,2.0
T0005728970,2.0
T0005752225,2.0
T0005795107,2.0
T0005891201,2.0
T0005905990,2.0
T0005767925,2.0
T0005730333,1.0
T0005833469,2.0
T0005750650,1.0
T0005793189,2.0
T0005746299,3.0
T0005746762,2.0
T0005854902,3.0
T0005780822,2.0
T0005768660,2.0
T0005844470,2.0
T0005780588,2.0
T0005790278,3.0
T0005806943,3.0
T0005777181,2.0
T0005884333,1.0
T0005696311,2.0
T0005880661,2.0
T0005782210,3.0
T0005696478,2.0
T0005883826,1.0
T0005835224,2.0
T0005805599,1.0
T0005842924,2.0
T0005750972,2.0
T0005839498,2.0
T0005797709,3.0
T0005875496,2.0
T0005833655,2.0
T0005800309,1.0
T0005762915,1.0
T0005710410,3.0
T0005866596,1.0
T0005724898,2.0
T0005708954,3.0
T0005784846,1.0
T0005841621,2.0
T0005770166,2.0
T0005876496,2.0
T0005756285,2.0
T0005713655,2.0
T0005832765,3.0
T0005875963,2.0
T0005793903,2.0
T0005713976,1.0
T0005786006,2.0
T0005782237,2.0
T0005801097,3.0
T0005823620,2.0
T0005704898,3.0
T0005759560,3.0
T0005882424,3.0
T0005841986,2.0
T0005881877,3.0
T0005758013,3.0
T0005733937,3.0
T0005695498,2.0
T0005869753,2.0
T0005731247,3.0
T0005828516,3.0
T0005756623,2.0
T0005757770,2.0
T0005903122,3.0
T0005780186,3.0
T0005834891,1.0
T0005769156,2.0
T0005743092,1.0
T0005720691,2.0
T0005846571,1.0
T0005731464,2.0
T0005873023,3.0
T0005738052,3.0
T0005875837,2.0
T0005843396,2.0
T0005825734,2.0
T0005748662,2.0
T0005805193,2.0
T0005881793,3.0
T0005722827,2.0
T0005890385,2.0
T0005896484,3.0
T0005810284,2.0
T0005716176,1.0
T0005864966,2.0
T0005728834,2.0
T0005760996,2.0
T0005801869,3.0
T0005725685,2.0
T0005855629,1.0
T0005816507,3.0
T0005890465,2.0
T0005842999,2.0
T0005867150,3.0
T0005757590,3.0
T0005801767,2.0
T0005733393,2.0
T0005815118,2.0
T0005696804,3.0
T0005835882,1.0
T0005836024,1.0
T0005864904,3.0
T0005832690,3.0
T0005803046,2.0
T0005749049,2.0
T0005895805,3.0
T0005784449,2.0
T0005704258,2.0
T0005773425,3.0
T0005717379,3.0
T0005905999,1.0
T0005857232,2.0
T0005702660,3.0
T0005875995,3.0
T0005907652,3.0
T0005792699,3.0
T0005794617,2.0
T0005890350,2.0
T0005771302,2.0
T0005701644,2.0
T0005760424,2.0
T0005707110,2.0
T0005788179,2.0
T0005788090,1.0
T0005775247,3.0
T0005809400,3.0
T0005728740,3.0
T0005772996,3.0
T0005882768,2.0
T0005844885,3.0
T0005843165,3.0
T0005849371,2.0
